Expense_Date,Expense_Type,Expense_Amount,Payment_Method,Cost_Center/Department
2024-05-11 23:16:33.975951,Maintenance,15641.05,Credit Card,Finance
2024-09-02 23:16:33.975951,Salaries,17134.29,Check,Operations
2024-08-06 23:16:33.975951,Salaries,17248.73,Credit Card,Marketing
2023-10-06 23:16:33.975951,Rent,7437.26,Direct Debit,IT
2023-12-11 23:16:33.975951,Rent,5246.91,Direct Debit,Finance
2023-12-31 23:16:33.975951,Salaries,8092.09,Credit Card,Finance
2024-08-18 23:16:33.975951,Salaries,12292.92,Check,Marketing
2024-06-23 23:16:33.975951,Utilities,14201.89,Credit Card,HR
2024-04-05 23:16:33.975951,Maintenance,11291.95,Check,IT
2023-10-30 23:16:33.975951,Salaries,10365.76,Credit Card,Finance
2024-07-05 23:16:33.975951,Utilities,15950.43,Direct Debit,HR
2024-07-07 23:16:33.975951,Rent,2771.36,Direct Debit,Operations
2023-12-22 23:16:33.975951,Utilities,5393.54,Credit Card,Finance
2024-04-08 23:16:33.975951,Maintenance,13127.51,Check,Marketing
2024-06-10 23:16:33.975951,Utilities,4854.37,Check,Marketing
2023-10-28 23:16:33.975951,Technology,13469.91,Direct Debit,Operations
2024-04-23 23:16:33.975951,Utilities,11087.88,Check,IT
2023-12-12 23:16:33.975951,Salaries,3339.94,Check,Marketing
2024-06-06 23:16:33.975951,Utilities,17433.17,Check,Finance
2024-04-11 23:16:33.975951,Salaries,12583.6,Direct Debit,Finance
2023-11-04 23:16:33.975951,Utilities,4794.93,Direct Debit,Marketing
2024-04-16 23:16:33.975951,Utilities,17568.59,Direct Debit,IT
2024-03-01 23:16:33.975951,Maintenance,6433.76,Direct Debit,Operations
2023-10-14 23:16:33.975951,Technology,6469.35,Credit Card,Operations
2024-06-04 23:16:33.975951,Technology,10018.94,Check,Operations
2024-02-17 23:16:33.975951,Utilities,12879.48,Check,Marketing
2023-11-03 23:16:33.975951,Rent,12274.5,Credit Card,Marketing
2024-03-23 23:16:33.975951,Salaries,1883.68,Direct Debit,Marketing
2024-05-17 23:16:33.975951,Utilities,12065.16,Credit Card,HR
2023-10-31 23:16:33.975951,Salaries,15116.01,Direct Debit,Finance
2024-04-14 23:16:33.975951,Rent,18245.77,Credit Card,HR
2023-12-25 23:16:33.975951,Maintenance,11537.02,Credit Card,HR
2024-03-11 23:16:33.975951,Utilities,12450.53,Direct Debit,IT
2024-04-22 23:16:33.975951,Maintenance,9871.43,Direct Debit,Finance
2023-11-12 23:16:33.975951,Maintenance,6485.67,Credit Card,Finance
2023-12-07 23:16:33.975951,Rent,15159.97,Check,IT
2024-01-13 23:16:33.975951,Utilities,19618.68,Check,Finance
2023-12-03 23:16:33.975951,Utilities,6692.42,Credit Card,IT
2024-05-05 23:16:33.975951,Salaries,7728.32,Direct Debit,IT
2024-01-02 23:16:33.975951,Utilities,10595.9,Direct Debit,IT
2024-07-14 23:16:33.975951,Utilities,15820.34,Credit Card,Operations
2024-07-27 23:16:33.975951,Rent,13528.59,Check,IT
2024-02-28 23:16:33.975951,Rent,5985.49,Check,Finance
2024-06-12 23:16:33.975951,Maintenance,5801.65,Direct Debit,Operations
2024-09-02 23:16:33.975951,Utilities,17675.91,Credit Card,Marketing
2023-12-09 23:16:33.975951,Rent,12509.42,Direct Debit,Marketing
2024-05-29 23:16:33.975951,Salaries,14309.24,Credit Card,IT
2024-02-03 23:16:33.975951,Utilities,4214.76,Direct Debit,Operations
2024-01-12 23:16:33.975951,Rent,3394.45,Credit Card,Marketing
2023-11-05 23:16:33.975951,Salaries,18444.19,Check,IT
2023-10-24 23:16:33.975951,Maintenance,17190.14,Check,HR
2023-11-03 23:16:33.975951,Technology,6741.96,Check,Finance
2024-02-01 23:16:33.975951,Salaries,1013.82,Direct Debit,IT
2023-11-27 23:16:33.975951,Maintenance,5995.07,Credit Card,Marketing
2024-06-04 23:16:33.975951,Salaries,14115.99,Direct Debit,HR
2024-03-09 23:16:33.975951,Utilities,7894.52,Check,HR
2023-10-19 23:16:33.975951,Technology,17733.74,Credit Card,HR
2024-04-14 23:16:33.975951,Technology,15441.42,Credit Card,IT
2024-07-30 23:16:33.975951,Maintenance,5750.98,Check,HR
2024-02-11 23:16:33.975951,Maintenance,11365.05,Direct Debit,HR
2024-09-07 23:16:33.975951,Rent,15360.39,Direct Debit,Operations
2024-02-03 23:16:33.975951,Rent,11064.67,Credit Card,Operations
2024-06-28 23:16:33.975951,Salaries,18309.4,Direct Debit,IT
2023-12-24 23:16:33.975951,Salaries,7555.73,Direct Debit,Finance
2024-08-24 23:16:33.975951,Rent,6117.28,Check,IT
2024-01-15 23:16:33.975951,Utilities,15446.71,Direct Debit,IT
2024-01-05 23:16:33.975951,Maintenance,19356.78,Credit Card,Finance
2024-05-12 23:16:33.975951,Rent,7743.12,Check,Finance
2024-06-28 23:16:33.975951,Rent,11864.22,Direct Debit,Operations
2024-08-31 23:16:33.975951,Utilities,8716.08,Direct Debit,Marketing
2023-11-17 23:16:33.975951,Technology,1631.25,Credit Card,Operations
2023-12-28 23:16:33.975951,Salaries,18100.44,Direct Debit,IT
2024-06-05 23:16:33.975951,Utilities,18292.92,Credit Card,Operations
2024-01-14 23:16:33.975951,Technology,4973.5,Direct Debit,Marketing
2024-05-12 23:16:33.975951,Utilities,13848.84,Direct Debit,Operations
2024-01-27 23:16:33.975951,Utilities,7304.19,Check,HR
2023-12-21 23:16:33.975951,Rent,13887.29,Check,Marketing
2024-03-02 23:16:33.975951,Utilities,4653.51,Check,IT
2023-10-24 23:16:33.975951,Utilities,6003.75,Check,HR
2024-07-19 23:16:33.975951,Maintenance,11969.19,Check,Operations
2024-08-02 23:16:33.975951,Technology,18760.8,Check,Finance
2023-11-10 23:16:33.975951,Technology,3871.7,Direct Debit,Marketing
2024-05-10 23:16:33.975951,Technology,17357.89,Direct Debit,IT
2024-02-16 23:16:33.975951,Technology,2536.21,Check,Finance
2024-05-06 23:16:33.975951,Rent,17250.06,Credit Card,IT
2023-10-29 23:16:33.975951,Utilities,19733.42,Credit Card,HR
2024-08-26 23:16:33.975951,Maintenance,15909.53,Credit Card,Marketing
2024-06-02 23:16:33.975951,Technology,17891.6,Direct Debit,HR
2023-10-08 23:16:33.975951,Maintenance,8652.46,Credit Card,Finance
2024-01-31 23:16:33.975951,Rent,8178.07,Direct Debit,Marketing
2023-10-06 23:16:33.975951,Rent,7010.32,Check,IT
2024-02-15 23:16:33.975951,Maintenance,6028.4,Direct Debit,HR
2024-01-27 23:16:33.975951,Salaries,10896.07,Credit Card,HR
2024-08-28 23:16:33.975951,Rent,13405.33,Check,Marketing
2024-07-16 23:16:33.975951,Utilities,3776.44,Direct Debit,Marketing
2024-03-07 23:16:33.975951,Salaries,2932.08,Check,IT
2023-11-26 23:16:33.975951,Salaries,12989.4,Credit Card,IT
2024-07-04 23:16:33.975951,Salaries,17250.25,Direct Debit,IT
2024-07-31 23:16:33.975951,Maintenance,5718.85,Check,IT
2024-07-01 23:16:33.975951,Rent,13219.39,Check,HR
2023-11-17 23:16:33.975951,Salaries,17854.32,Check,IT
2024-06-08 23:16:33.975951,Maintenance,5849.4,Check,Marketing
2024-01-20 23:16:33.975951,Maintenance,6627.49,Direct Debit,Finance
2024-09-05 23:16:33.975951,Technology,13811.56,Credit Card,Finance
2024-07-06 23:16:33.975951,Salaries,1772.06,Check,HR
2024-02-16 23:16:33.975951,Technology,16259.24,Credit Card,Operations
2024-04-10 23:16:33.975951,Technology,10680.12,Credit Card,IT
2024-05-13 23:16:33.975951,Maintenance,17739.82,Check,Operations
2023-12-05 23:16:33.975951,Rent,19155.3,Direct Debit,IT
2024-09-13 23:16:33.975951,Salaries,14810.3,Credit Card,IT
2023-12-07 23:16:33.975951,Technology,7169.84,Direct Debit,Finance
2024-05-19 23:16:33.975951,Salaries,11184.25,Credit Card,Marketing
2024-08-09 23:16:33.975951,Technology,7982.81,Credit Card,HR
2024-03-17 23:16:33.975951,Maintenance,4240.29,Direct Debit,IT
2024-06-28 23:16:33.975951,Maintenance,13268.44,Direct Debit,Operations
2024-07-14 23:16:33.975951,Salaries,8169.67,Check,IT
2023-10-22 23:16:33.975951,Utilities,6870.28,Credit Card,Marketing
2023-12-11 23:16:33.975951,Rent,16463.22,Credit Card,Finance
2023-12-25 23:16:33.975951,Rent,3199.63,Credit Card,Marketing
2024-01-05 23:16:33.975951,Salaries,12303.03,Direct Debit,Marketing
2023-11-01 23:16:33.975951,Utilities,1751.42,Credit Card,IT
2024-08-07 23:16:33.975951,Maintenance,6121.14,Check,Finance
2024-05-13 23:16:33.975951,Technology,3928.89,Credit Card,Finance
2024-01-10 23:16:33.975951,Utilities,11304.42,Credit Card,IT
2024-03-08 23:16:33.975951,Utilities,3874.62,Credit Card,HR
2023-12-20 23:16:33.975951,Technology,10717.6,Direct Debit,Finance
2024-06-12 23:16:33.975951,Maintenance,7370.53,Check,HR
2024-07-27 23:16:33.975951,Salaries,13213.06,Direct Debit,Marketing
2024-07-03 23:16:33.975951,Maintenance,18313.23,Credit Card,Finance
2024-08-18 23:16:33.975951,Maintenance,15545.44,Direct Debit,Operations
2023-10-17 23:16:33.975951,Technology,3867.15,Credit Card,IT
2023-10-23 23:16:33.975951,Salaries,9065.92,Credit Card,Marketing
2024-01-04 23:16:33.975951,Technology,15233.84,Check,IT
2024-04-14 23:16:33.975951,Maintenance,3026.43,Credit Card,Marketing
2024-09-03 23:16:33.975951,Technology,16902.31,Check,Operations
2023-12-20 23:16:33.975951,Technology,14115.28,Credit Card,Marketing
2023-10-10 23:16:33.975951,Utilities,12695.57,Check,Finance
2024-02-17 23:16:33.976951,Maintenance,15875.03,Check,Operations
2023-11-26 23:16:33.976951,Rent,5150.54,Credit Card,Marketing
2024-07-25 23:16:33.976951,Salaries,14984.38,Credit Card,Finance
2024-08-01 23:16:33.976951,Rent,5643.63,Check,IT
2024-09-15 23:16:33.976951,Maintenance,19153.56,Credit Card,Marketing
2024-02-29 23:16:33.976951,Maintenance,2271.11,Credit Card,Operations
2024-01-26 23:16:33.976951,Salaries,5648.75,Credit Card,Finance
2024-05-31 23:16:33.976951,Maintenance,10836.69,Check,Finance
2024-01-17 23:16:33.976951,Rent,16091.07,Direct Debit,Finance
2024-02-02 23:16:33.976951,Maintenance,4157.94,Check,Marketing
2024-08-04 23:16:33.976951,Rent,9050.98,Credit Card,Finance
2024-09-11 23:16:33.976951,Utilities,14891.72,Direct Debit,Operations
2023-11-08 23:16:33.976951,Utilities,9103.44,Credit Card,Operations
2024-07-05 23:16:33.976951,Salaries,11477.38,Direct Debit,IT
2024-08-22 23:16:33.976951,Utilities,13520.89,Check,Operations
2024-02-12 23:16:33.976951,Maintenance,13184.35,Check,HR
2023-12-14 23:16:33.976951,Maintenance,15161.58,Credit Card,HR
2023-10-17 23:16:33.976951,Salaries,11033.75,Credit Card,Operations
2024-05-28 23:16:33.976951,Technology,13352.84,Credit Card,IT
2023-12-24 23:16:33.976951,Maintenance,2598.99,Direct Debit,Operations
2024-08-20 23:16:33.976951,Maintenance,15992.99,Credit Card,Operations
2024-02-05 23:16:33.976951,Maintenance,16859.13,Credit Card,IT
2024-04-16 23:16:33.976951,Rent,6713.05,Check,Finance
2024-05-08 23:16:33.976951,Maintenance,11868.73,Check,Finance
2024-08-18 23:16:33.976951,Utilities,12680.08,Credit Card,HR
2024-03-30 23:16:33.976951,Technology,14514.28,Credit Card,Operations
2023-12-13 23:16:33.976951,Maintenance,4426.75,Check,Operations
2024-03-24 23:16:33.976951,Salaries,4035.96,Check,HR
2024-05-04 23:16:33.976951,Rent,2106.9,Direct Debit,Operations
2023-11-12 23:16:33.976951,Salaries,11225.61,Credit Card,Finance
2024-03-25 23:16:33.976951,Maintenance,13784.89,Check,Finance
2024-09-12 23:16:33.976951,Technology,19496.27,Direct Debit,HR
2024-06-04 23:16:33.976951,Utilities,1376.0,Direct Debit,Marketing
2024-08-06 23:16:33.976951,Technology,13537.71,Direct Debit,IT
2024-01-27 23:16:33.976951,Technology,16445.85,Direct Debit,Marketing
2023-12-21 23:16:33.976951,Rent,11354.59,Direct Debit,Finance
2024-06-22 23:16:33.976951,Maintenance,9802.57,Credit Card,HR
2024-09-14 23:16:33.976951,Technology,19781.45,Direct Debit,Marketing
2024-05-10 23:16:33.976951,Maintenance,19794.62,Direct Debit,Operations
2024-01-24 23:16:33.976951,Rent,18062.03,Check,Marketing
2024-02-19 23:16:33.976951,Maintenance,17315.73,Credit Card,IT
2023-11-12 23:16:33.976951,Salaries,16434.23,Check,HR
2024-02-06 23:16:33.976951,Maintenance,6417.66,Check,Marketing
2024-08-10 23:16:33.976951,Maintenance,19945.31,Direct Debit,Operations
2024-06-30 23:16:33.976951,Rent,1813.15,Direct Debit,Finance
2024-09-25 23:16:33.976951,Utilities,1204.54,Credit Card,Marketing
2024-07-02 23:16:33.976951,Maintenance,19308.57,Credit Card,HR
2024-08-06 23:16:33.976951,Salaries,3991.91,Credit Card,Marketing
2024-03-20 23:16:33.976951,Salaries,10598.51,Direct Debit,IT
2024-01-27 23:16:33.976951,Technology,3229.86,Direct Debit,HR
2024-02-26 23:16:33.976951,Rent,6850.67,Credit Card,HR
2024-08-13 23:16:33.976951,Maintenance,11054.94,Direct Debit,Finance
2023-12-06 23:16:33.976951,Technology,13111.15,Credit Card,Operations
2024-05-03 23:16:33.976951,Salaries,14045.68,Direct Debit,IT
2023-12-18 23:16:33.976951,Salaries,17255.61,Check,Finance
2024-09-09 23:16:33.976951,Salaries,1225.91,Direct Debit,Marketing
2023-12-01 23:16:33.976951,Salaries,17136.53,Direct Debit,HR
2024-03-17 23:16:33.976951,Maintenance,17832.28,Credit Card,Finance
2024-02-28 23:16:33.976951,Maintenance,18312.87,Credit Card,HR
2024-07-04 23:16:33.976951,Utilities,17364.29,Direct Debit,Operations
2024-05-22 23:16:33.976951,Technology,5167.76,Direct Debit,Marketing
2023-12-12 23:16:33.976951,Maintenance,8990.14,Direct Debit,Marketing
2024-10-01 23:16:33.976951,Maintenance,11146.8,Check,Operations
2023-10-08 23:16:33.976951,Rent,3094.54,Direct Debit,Operations
2024-07-05 23:16:33.976951,Salaries,11716.95,Direct Debit,IT
2024-05-07 23:16:33.976951,Salaries,13766.32,Credit Card,Finance
2024-09-22 23:16:33.976951,Utilities,3733.83,Check,HR
2023-10-06 23:16:33.976951,Utilities,6922.82,Check,IT
2024-01-06 23:16:33.976951,Technology,7769.97,Credit Card,IT
2024-02-11 23:16:33.976951,Salaries,2513.46,Check,Marketing
2023-11-18 23:16:33.976951,Maintenance,2339.61,Check,IT
2024-06-09 23:16:33.976951,Salaries,11232.76,Direct Debit,IT
2024-09-02 23:16:33.976951,Maintenance,2057.96,Direct Debit,IT
2024-08-23 23:16:33.976951,Maintenance,17505.11,Direct Debit,IT
2023-11-04 23:16:33.976951,Salaries,3972.55,Direct Debit,IT
2024-07-19 23:16:33.976951,Utilities,9428.19,Direct Debit,Marketing
2024-09-02 23:16:33.976951,Salaries,17916.5,Check,IT
2024-09-03 23:16:33.976951,Salaries,11640.04,Check,Finance
2024-04-28 23:16:33.976951,Technology,15625.22,Direct Debit,Operations
2024-05-07 23:16:33.976951,Utilities,11735.62,Check,IT
2024-04-21 23:16:33.976951,Maintenance,12003.21,Direct Debit,Marketing
2024-02-21 23:16:33.976951,Technology,15365.49,Direct Debit,HR
2024-10-04 23:16:33.976951,Maintenance,10971.31,Credit Card,HR
2024-01-23 23:16:33.976951,Salaries,10689.49,Credit Card,Marketing
2024-06-17 23:16:33.976951,Salaries,9414.4,Direct Debit,Marketing
2024-04-01 23:16:33.976951,Maintenance,9460.82,Check,Operations
2024-02-02 23:16:33.976951,Rent,14078.26,Credit Card,HR
2023-11-14 23:16:33.976951,Maintenance,18208.32,Direct Debit,Finance
2024-04-20 23:16:33.976951,Rent,5949.31,Direct Debit,Marketing
2024-04-18 23:16:33.976951,Maintenance,18758.74,Direct Debit,Marketing
2024-08-08 23:16:33.976951,Salaries,5489.76,Credit Card,Marketing
2024-08-09 23:16:33.976951,Maintenance,11359.69,Check,HR
2024-07-23 23:16:33.976951,Salaries,17446.45,Credit Card,Operations
2024-07-02 23:16:33.976951,Utilities,17765.78,Direct Debit,Finance
2023-10-12 23:16:33.976951,Maintenance,19198.01,Direct Debit,HR
2024-07-17 23:16:33.976951,Utilities,18477.02,Credit Card,Operations
2024-05-14 23:16:33.976951,Maintenance,11677.17,Check,IT
2023-12-11 23:16:33.976951,Utilities,18408.67,Credit Card,Finance
2024-01-17 23:16:33.976951,Rent,9852.21,Direct Debit,Marketing
2024-02-03 23:16:33.976951,Rent,3892.23,Credit Card,HR
2024-01-17 23:16:33.976951,Maintenance,14399.9,Credit Card,Finance
2024-05-15 23:16:33.976951,Maintenance,4038.45,Check,Marketing
2024-07-02 23:16:33.976951,Maintenance,11338.07,Credit Card,Marketing
2024-08-26 23:16:33.976951,Salaries,11167.85,Credit Card,IT
2024-03-09 23:16:33.976951,Utilities,10871.11,Check,HR
2024-03-05 23:16:33.976951,Technology,16817.53,Check,Marketing
2024-08-15 23:16:33.976951,Maintenance,13345.89,Direct Debit,HR
2023-11-06 23:16:33.976951,Maintenance,17672.35,Credit Card,IT
2024-08-23 23:16:33.976951,Maintenance,1314.99,Check,IT
2024-05-14 23:16:33.976951,Utilities,2347.77,Direct Debit,HR
2024-03-12 23:16:33.976951,Technology,16138.22,Credit Card,HR
2024-03-24 23:16:33.976951,Maintenance,18774.18,Direct Debit,Marketing
2023-10-30 23:16:33.976951,Maintenance,1103.09,Credit Card,IT
2023-12-01 23:16:33.976951,Utilities,3828.04,Check,Marketing
2024-01-01 23:16:33.976951,Technology,11413.29,Check,IT
2023-12-26 23:16:33.976951,Maintenance,14505.78,Credit Card,HR
2024-01-16 23:16:33.976951,Maintenance,9223.04,Credit Card,Operations
2024-03-11 23:16:33.976951,Technology,2903.0,Check,Operations
2024-07-10 23:16:33.976951,Utilities,6383.61,Check,HR
2024-06-11 23:16:33.976951,Utilities,16863.56,Check,IT
2024-04-07 23:16:33.976951,Technology,16063.82,Direct Debit,Finance
2023-11-24 23:16:33.976951,Rent,18635.48,Direct Debit,Finance
2024-02-29 23:16:33.976951,Rent,9373.99,Direct Debit,Operations
2024-06-21 23:16:33.976951,Rent,11502.85,Credit Card,Marketing
2024-08-13 23:16:33.976951,Rent,12913.17,Direct Debit,Marketing
2023-10-24 23:16:33.976951,Rent,14552.57,Direct Debit,Finance
2024-09-03 23:16:33.976951,Utilities,4068.52,Direct Debit,HR
2024-06-01 23:16:33.976951,Maintenance,17109.06,Direct Debit,IT
2024-02-18 23:16:33.976951,Utilities,2610.41,Direct Debit,Finance
2023-12-02 23:16:33.976951,Rent,16715.37,Direct Debit,HR
2024-06-30 23:16:33.976951,Maintenance,16177.48,Direct Debit,IT
2024-06-18 23:16:33.976951,Technology,5692.68,Credit Card,Finance
2023-10-26 23:16:33.976951,Maintenance,13774.31,Direct Debit,Marketing
2024-07-18 23:16:33.976951,Technology,8595.49,Check,Finance
2024-01-01 23:16:33.976951,Salaries,16291.21,Direct Debit,Finance
2024-07-22 23:16:33.976951,Salaries,16312.57,Check,IT
2024-03-02 23:16:33.976951,Technology,3352.55,Credit Card,Marketing
2024-04-10 23:16:33.976951,Rent,7507.33,Credit Card,Operations
2024-06-18 23:16:33.976951,Salaries,6374.86,Direct Debit,Marketing
2024-03-26 23:16:33.976951,Technology,14730.27,Check,Finance
2023-11-28 23:16:33.976951,Maintenance,3063.62,Direct Debit,Operations
2024-07-14 23:16:33.976951,Salaries,1176.39,Credit Card,Finance
2024-05-14 23:16:33.976951,Maintenance,1704.49,Credit Card,IT
2024-04-12 23:16:33.976951,Maintenance,13295.63,Check,HR
2023-10-30 23:16:33.976951,Rent,9863.58,Direct Debit,IT
2024-01-15 23:16:33.976951,Utilities,12992.65,Credit Card,Finance
2024-03-17 23:16:33.976951,Maintenance,15113.66,Check,Finance
2024-01-16 23:16:33.976951,Rent,2401.98,Credit Card,Marketing
2024-04-01 23:16:33.976951,Utilities,8160.79,Credit Card,IT
2024-04-07 23:16:33.976951,Maintenance,13670.88,Direct Debit,Marketing
2024-03-19 23:16:33.976951,Salaries,6659.48,Direct Debit,Operations
2024-09-14 23:16:33.976951,Rent,16076.29,Direct Debit,IT
2024-08-26 23:16:33.976951,Technology,19614.98,Check,IT
2024-08-04 23:16:33.976951,Rent,16994.71,Credit Card,Operations
2024-01-19 23:16:33.976951,Salaries,19041.42,Direct Debit,Marketing
2024-02-02 23:16:33.976951,Maintenance,18116.28,Credit Card,Marketing
2024-09-01 23:16:33.976951,Salaries,16757.42,Direct Debit,Marketing
2023-10-22 23:16:33.976951,Utilities,13970.96,Direct Debit,IT
2024-03-20 23:16:33.976951,Utilities,4932.08,Credit Card,IT
2024-05-27 23:16:33.976951,Maintenance,10004.39,Credit Card,IT
2024-04-28 23:16:33.976951,Utilities,1220.99,Credit Card,Operations
2024-09-18 23:16:33.976951,Salaries,4698.45,Direct Debit,Finance
2024-10-04 23:16:33.976951,Maintenance,18372.81,Check,IT
2024-08-30 23:16:33.976951,Salaries,1409.1,Direct Debit,HR
2024-04-14 23:16:33.976951,Rent,4298.97,Credit Card,HR
2023-11-14 23:16:33.976951,Maintenance,19759.46,Credit Card,Operations
2024-04-22 23:16:33.976951,Rent,18261.3,Check,IT
2023-12-08 23:16:33.976951,Salaries,9792.57,Direct Debit,HR
2024-04-26 23:16:33.976951,Maintenance,13031.38,Check,Finance
2024-07-06 23:16:33.976951,Utilities,18766.88,Credit Card,Finance
2024-02-08 23:16:33.976951,Maintenance,6083.45,Check,Operations
2024-02-14 23:16:33.976951,Salaries,19697.36,Check,HR
2024-09-12 23:16:33.976951,Utilities,6999.6,Direct Debit,IT
2024-05-18 23:16:33.976951,Utilities,9534.61,Direct Debit,Finance
2024-05-04 23:16:33.976951,Technology,12230.41,Direct Debit,IT
2024-08-19 23:16:33.976951,Technology,4446.35,Check,Operations
2024-02-04 23:16:33.976951,Maintenance,19794.27,Check,Finance
2024-04-03 23:16:33.976951,Maintenance,13822.39,Credit Card,IT
2023-12-28 23:16:33.976951,Rent,7790.95,Check,HR
2023-12-28 23:16:33.976951,Maintenance,19749.9,Direct Debit,Finance
2024-03-02 23:16:33.976951,Rent,5300.23,Credit Card,Finance
2024-06-15 23:16:33.976951,Rent,7600.15,Credit Card,IT
2024-01-16 23:16:33.976951,Technology,15483.21,Credit Card,Finance
2024-01-23 23:16:33.976951,Maintenance,14255.08,Direct Debit,HR
2023-12-27 23:16:33.976951,Maintenance,12967.68,Credit Card,Marketing
2024-05-17 23:16:33.976951,Rent,11302.89,Credit Card,Marketing
2023-12-30 23:16:33.976951,Rent,1171.93,Direct Debit,Finance
2024-06-15 23:16:33.976951,Utilities,7475.68,Credit Card,Finance
2024-05-13 23:16:33.976951,Salaries,6856.22,Direct Debit,Finance
2024-07-03 23:16:33.976951,Maintenance,6461.89,Check,Finance
2023-11-12 23:16:33.976951,Technology,5080.17,Check,HR
2024-07-08 23:16:33.976951,Maintenance,9111.3,Check,HR
2023-12-08 23:16:33.976951,Salaries,14532.99,Direct Debit,Finance
2024-07-19 23:16:33.976951,Rent,7627.97,Direct Debit,HR
2023-11-03 23:16:33.976951,Utilities,7665.16,Credit Card,Finance
2024-09-28 23:16:33.976951,Salaries,13247.04,Check,Finance
2024-09-07 23:16:33.976951,Rent,8100.66,Direct Debit,HR
2023-11-05 23:16:33.976951,Salaries,1183.72,Credit Card,Marketing
2023-12-15 23:16:33.976951,Utilities,14500.24,Direct Debit,HR
2023-10-24 23:16:33.976951,Salaries,19040.35,Credit Card,Marketing
2023-11-13 23:16:33.976951,Maintenance,1730.2,Direct Debit,HR
2024-04-24 23:16:33.976951,Rent,2303.5,Check,Marketing
2024-08-04 23:16:33.976951,Maintenance,12552.0,Check,Marketing
2023-12-03 23:16:33.976951,Rent,2646.9,Check,IT
2023-11-02 23:16:33.976951,Technology,10138.84,Direct Debit,Finance
2024-07-05 23:16:33.976951,Maintenance,3564.72,Direct Debit,IT
2024-06-12 23:16:33.976951,Salaries,12036.14,Credit Card,Operations
2024-01-05 23:16:33.976951,Technology,1326.72,Direct Debit,Marketing
2023-12-11 23:16:33.976951,Technology,6339.64,Credit Card,HR
2023-12-16 23:16:33.976951,Maintenance,5127.24,Credit Card,IT
2024-07-21 23:16:33.976951,Utilities,15651.43,Direct Debit,HR
2024-06-01 23:16:33.976951,Salaries,14611.9,Check,Marketing
2024-03-18 23:16:33.976951,Utilities,17887.94,Direct Debit,IT
2024-03-28 23:16:33.976951,Utilities,1264.93,Direct Debit,IT
2024-06-22 23:16:33.976951,Technology,18291.3,Direct Debit,Finance
2024-08-30 23:16:33.976951,Salaries,3003.83,Direct Debit,Operations
2024-06-04 23:16:33.976951,Salaries,18002.19,Credit Card,Operations
2024-08-12 23:16:33.976951,Utilities,7982.04,Credit Card,HR
2024-04-27 23:16:33.976951,Rent,6131.8,Credit Card,Marketing
2024-06-12 23:16:33.976951,Rent,9599.32,Check,Marketing
2024-01-16 23:16:33.976951,Rent,18103.26,Credit Card,HR
2024-01-28 23:16:33.976951,Technology,4205.98,Check,Marketing
2024-03-05 23:16:33.976951,Salaries,10248.54,Direct Debit,Operations
2024-02-28 23:16:33.976951,Maintenance,13675.66,Direct Debit,HR
2023-11-16 23:16:33.976951,Salaries,16729.52,Credit Card,IT
2023-12-23 23:16:33.976951,Utilities,3709.7,Credit Card,Operations
2024-01-07 23:16:33.976951,Salaries,19878.21,Credit Card,Operations
2024-05-11 23:16:33.976951,Maintenance,4636.34,Check,Finance
2023-12-23 23:16:33.976951,Rent,14908.53,Direct Debit,IT
2023-10-26 23:16:33.976951,Maintenance,2106.84,Credit Card,HR
2024-06-14 23:16:33.976951,Technology,14875.64,Check,Finance
2024-02-06 23:16:33.976951,Rent,14243.99,Check,Finance
2024-03-06 23:16:33.976951,Maintenance,19394.38,Check,Marketing
2023-10-23 23:16:33.976951,Rent,1279.76,Check,Marketing
2023-11-02 23:16:33.976951,Salaries,10407.98,Check,Finance
2023-10-06 23:16:33.976951,Maintenance,16106.01,Check,HR
2023-10-29 23:16:33.976951,Rent,1012.05,Check,Marketing
2024-04-24 23:16:33.976951,Utilities,2005.48,Check,Operations
2024-02-06 23:16:33.976951,Technology,2211.74,Check,HR
2024-07-16 23:16:33.976951,Rent,8213.25,Direct Debit,HR
2023-12-21 23:16:33.976951,Utilities,18534.92,Credit Card,Finance
2024-02-09 23:16:33.976951,Salaries,12512.78,Credit Card,Marketing
2024-09-16 23:16:33.976951,Salaries,15414.47,Credit Card,Finance
2024-06-03 23:16:33.976951,Utilities,19142.07,Credit Card,Operations
2024-01-07 23:16:33.976951,Maintenance,3099.45,Check,Operations
2024-08-22 23:16:33.976951,Technology,1173.79,Credit Card,IT
2024-09-30 23:16:33.976951,Technology,17474.23,Check,HR
2024-06-22 23:16:33.976951,Salaries,9416.51,Direct Debit,HR
2024-09-01 23:16:33.976951,Rent,15837.17,Direct Debit,Finance
2024-09-28 23:16:33.976951,Salaries,18443.49,Direct Debit,Operations
2024-02-09 23:16:33.976951,Salaries,9764.7,Direct Debit,Operations
2024-08-07 23:16:33.976951,Technology,7692.9,Direct Debit,Marketing
2024-07-09 23:16:33.976951,Technology,3076.24,Credit Card,Operations
2024-06-28 23:16:33.976951,Maintenance,13094.03,Credit Card,Marketing
2024-09-30 23:16:33.976951,Utilities,8191.29,Check,Finance
2024-04-22 23:16:33.976951,Maintenance,5936.81,Direct Debit,HR
2024-01-24 23:16:33.976951,Maintenance,16681.33,Direct Debit,IT
2024-03-28 23:16:33.976951,Salaries,18957.55,Direct Debit,Finance
2024-02-10 23:16:33.976951,Technology,5961.38,Direct Debit,Operations
