Transfer_Date,Transaction_ID,Counterparty_Bank,Transfer_Amount,Transfer_Currency,Transfer_Type,Transfer_Purpose
2023-11-09 23:16:44.533530,TXN_819,Bank C,42819.77,EUR,Inbound,Liquidity Management
2024-04-28 23:16:44.533530,TXN_102,Bank B,25509.2,EUR,Inbound,Settlement
2024-08-11 23:16:44.533530,TXN_869,Bank B,41230.27,EUR,Outbound,Settlement
2024-07-13 23:16:44.533530,TXN_547,Bank A,12126.62,GBP,Inbound,Liquidity Management
2023-11-02 23:16:44.533530,TXN_361,Bank C,19315.12,USD,Outbound,Settlement
2024-04-10 23:16:44.533530,TXN_74,Bank C,17752.2,GBP,Outbound,Settlement
2024-08-24 23:16:44.533530,TXN_178,Bank A,15844.48,EUR,Outbound,Liquidity Management
2024-07-27 23:16:44.533530,TXN_796,Bank B,19047.36,GBP,Outbound,Settlement
2024-09-21 23:16:44.533530,TXN_398,Bank B,39082.93,GBP,Inbound,Settlement
2023-11-21 23:16:44.533530,TXN_866,Bank B,20545.79,GBP,Outbound,Settlement
2023-12-08 23:16:44.533530,TXN_950,Bank A,11985.85,GBP,Inbound,Settlement
2024-05-11 23:16:44.533530,TXN_646,Bank A,26284.2,EUR,Inbound,Settlement
2024-06-06 23:16:44.533530,TXN_929,Bank A,28130.71,USD,Outbound,Settlement
2024-07-20 23:16:44.533530,TXN_989,Bank C,21555.36,GBP,Outbound,Settlement
2024-04-21 23:16:44.533530,TXN_314,Bank A,24485.78,EUR,Outbound,Liquidity Management
2024-01-07 23:16:44.533530,TXN_312,Bank B,39865.37,GBP,Inbound,Liquidity Management
2024-08-08 23:16:44.533530,TXN_537,Bank C,46087.51,EUR,Outbound,Settlement
2024-01-20 23:16:44.533530,TXN_708,Bank A,10393.34,GBP,Outbound,Liquidity Management
2024-01-27 23:16:44.533530,TXN_735,Bank B,19966.67,USD,Outbound,Liquidity Management
2024-03-05 23:16:44.533530,TXN_609,Bank C,33271.65,USD,Outbound,Settlement
2024-06-04 23:16:44.533530,TXN_104,Bank B,41056.44,GBP,Inbound,Liquidity Management
2024-05-09 23:16:44.533530,TXN_993,Bank B,21166.07,GBP,Inbound,Settlement
2024-04-26 23:16:44.533530,TXN_153,Bank C,22455.57,USD,Outbound,Settlement
2024-09-03 23:16:44.533530,TXN_540,Bank B,13276.17,EUR,Inbound,Liquidity Management
2024-05-09 23:16:44.533530,TXN_273,Bank B,25194.97,EUR,Outbound,Settlement
2023-12-20 23:16:44.533530,TXN_568,Bank C,22068.2,EUR,Inbound,Settlement
2024-01-18 23:16:44.533530,TXN_943,Bank C,30099.21,EUR,Inbound,Settlement
2024-06-03 23:16:44.533530,TXN_642,Bank A,44450.65,GBP,Inbound,Settlement
2024-03-07 23:16:44.533530,TXN_13,Bank B,38323.12,USD,Outbound,Settlement
2023-10-20 23:16:44.533530,TXN_22,Bank C,38701.16,EUR,Inbound,Settlement
2024-01-04 23:16:44.533530,TXN_59,Bank B,36994.82,EUR,Inbound,Liquidity Management
2024-08-01 23:16:44.533530,TXN_123,Bank B,31623.16,EUR,Inbound,Liquidity Management
2024-09-15 23:16:44.533530,TXN_126,Bank A,40668.7,EUR,Outbound,Liquidity Management
2024-01-22 23:16:44.533530,TXN_832,Bank B,13078.02,USD,Inbound,Settlement
2023-10-23 23:16:44.533530,TXN_454,Bank A,22328.18,GBP,Inbound,Liquidity Management
2023-11-16 23:16:44.533530,TXN_54,Bank A,36364.91,GBP,Outbound,Liquidity Management
2023-12-10 23:16:44.533530,TXN_263,Bank C,31442.49,USD,Inbound,Liquidity Management
2023-11-14 23:16:44.533530,TXN_36,Bank A,10307.86,USD,Outbound,Liquidity Management
2024-01-25 23:16:44.533530,TXN_417,Bank A,14402.0,EUR,Inbound,Liquidity Management
2024-10-03 23:16:44.533530,TXN_338,Bank B,48745.1,USD,Outbound,Settlement
2024-06-06 23:16:44.533530,TXN_35,Bank B,40681.22,GBP,Outbound,Liquidity Management
2024-08-08 23:16:44.533530,TXN_6,Bank A,13148.72,USD,Inbound,Settlement
2023-12-20 23:16:44.533530,TXN_891,Bank C,19799.74,EUR,Outbound,Liquidity Management
2024-05-05 23:16:44.533530,TXN_977,Bank B,49368.57,USD,Inbound,Liquidity Management
2024-10-02 23:16:44.533530,TXN_992,Bank A,36364.2,USD,Inbound,Liquidity Management
2024-03-03 23:16:44.533530,TXN_920,Bank C,24937.02,EUR,Inbound,Settlement
2024-03-16 23:16:44.533530,TXN_193,Bank A,31579.71,USD,Inbound,Liquidity Management
2024-02-29 23:16:44.533530,TXN_459,Bank A,47249.57,GBP,Outbound,Settlement
2024-07-11 23:16:44.533530,TXN_712,Bank B,13319.51,USD,Inbound,Settlement
2024-10-02 23:16:44.533530,TXN_586,Bank B,25379.0,GBP,Outbound,Settlement
2024-06-12 23:16:44.533530,TXN_798,Bank C,38497.38,GBP,Outbound,Liquidity Management
2023-12-06 23:16:44.533530,TXN_958,Bank B,41053.69,EUR,Inbound,Settlement
2024-03-18 23:16:44.533530,TXN_295,Bank C,17358.3,GBP,Outbound,Settlement
2023-12-30 23:16:44.533530,TXN_876,Bank C,35996.89,EUR,Outbound,Liquidity Management
2023-12-26 23:16:44.533530,TXN_86,Bank B,39346.78,EUR,Inbound,Settlement
2024-05-21 23:16:44.533530,TXN_328,Bank A,14924.47,USD,Inbound,Liquidity Management
2024-04-08 23:16:44.533530,TXN_475,Bank A,31107.65,USD,Outbound,Settlement
2024-01-18 23:16:44.533530,TXN_828,Bank B,11503.06,USD,Inbound,Liquidity Management
2024-02-06 23:16:44.533530,TXN_587,Bank A,42446.34,USD,Outbound,Settlement
2023-10-15 23:16:44.533530,TXN_584,Bank A,13792.82,GBP,Outbound,Settlement
2024-03-17 23:16:44.533530,TXN_794,Bank B,12209.46,GBP,Outbound,Liquidity Management
2024-01-10 23:16:44.533530,TXN_570,Bank C,18189.12,GBP,Outbound,Settlement
2024-05-14 23:16:44.533530,TXN_822,Bank A,49703.98,EUR,Inbound,Settlement
2023-10-27 23:16:44.533530,TXN_756,Bank B,21904.78,EUR,Inbound,Liquidity Management
2024-05-30 23:16:44.533530,TXN_549,Bank C,32565.32,USD,Outbound,Settlement
2024-03-25 23:16:44.533530,TXN_185,Bank B,46102.25,GBP,Outbound,Liquidity Management
2024-01-26 23:16:44.533530,TXN_352,Bank A,21290.79,USD,Inbound,Settlement
2023-12-14 23:16:44.533530,TXN_359,Bank A,34419.93,USD,Outbound,Liquidity Management
2023-12-26 23:16:44.533530,TXN_640,Bank B,34715.57,USD,Inbound,Liquidity Management
2024-09-26 23:16:44.533530,TXN_770,Bank C,35908.65,USD,Inbound,Settlement
2024-09-02 23:16:44.533530,TXN_386,Bank C,26766.14,GBP,Outbound,Liquidity Management
2023-10-19 23:16:44.533530,TXN_563,Bank C,10496.04,GBP,Outbound,Liquidity Management
2024-02-10 23:16:44.533530,TXN_446,Bank C,10728.21,GBP,Inbound,Settlement
2024-07-28 23:16:44.533530,TXN_575,Bank A,12630.67,EUR,Outbound,Liquidity Management
2024-04-15 23:16:44.533530,TXN_786,Bank A,35290.78,GBP,Inbound,Settlement
2024-05-03 23:16:44.533530,TXN_950,Bank A,10403.88,GBP,Outbound,Settlement
2024-08-04 23:16:44.533530,TXN_944,Bank A,34623.37,USD,Outbound,Settlement
2023-12-13 23:16:44.533530,TXN_159,Bank A,30817.84,EUR,Inbound,Settlement
2024-04-11 23:16:44.533530,TXN_383,Bank C,21358.66,USD,Inbound,Liquidity Management
2024-02-19 23:16:44.533530,TXN_812,Bank C,27507.79,GBP,Outbound,Settlement
2024-02-10 23:16:44.533530,TXN_892,Bank A,37938.93,GBP,Inbound,Settlement
2023-10-12 23:16:44.533530,TXN_549,Bank A,40586.41,USD,Outbound,Settlement
2024-09-15 23:16:44.533530,TXN_769,Bank A,36837.0,GBP,Outbound,Settlement
2023-12-15 23:16:44.533530,TXN_801,Bank C,28217.86,USD,Outbound,Liquidity Management
2024-01-09 23:16:44.533530,TXN_212,Bank C,22055.97,USD,Inbound,Settlement
2024-08-18 23:16:44.533530,TXN_783,Bank A,49422.49,GBP,Inbound,Settlement
2024-06-11 23:16:44.533530,TXN_687,Bank A,24157.79,USD,Inbound,Settlement
2023-10-25 23:16:44.533530,TXN_422,Bank A,40283.45,USD,Inbound,Liquidity Management
2024-07-22 23:16:44.533530,TXN_425,Bank B,37661.32,USD,Outbound,Settlement
2024-02-25 23:16:44.533530,TXN_657,Bank C,26453.44,GBP,Inbound,Liquidity Management
2024-01-16 23:16:44.533530,TXN_241,Bank A,45611.64,EUR,Outbound,Settlement
2024-04-22 23:16:44.533530,TXN_675,Bank B,44041.93,USD,Inbound,Settlement
2024-03-26 23:16:44.533530,TXN_214,Bank A,40177.97,EUR,Inbound,Liquidity Management
2024-01-14 23:16:44.533530,TXN_557,Bank C,37329.04,EUR,Outbound,Liquidity Management
2024-09-10 23:16:44.533530,TXN_355,Bank C,28679.27,GBP,Inbound,Liquidity Management
2024-06-04 23:16:44.533530,TXN_741,Bank A,19113.81,GBP,Inbound,Settlement
2023-10-11 23:16:44.533530,TXN_807,Bank B,25546.35,GBP,Outbound,Settlement
2023-12-09 23:16:44.533530,TXN_623,Bank A,37481.15,EUR,Inbound,Liquidity Management
2024-06-04 23:16:44.533530,TXN_347,Bank B,33291.64,USD,Outbound,Liquidity Management
2024-09-15 23:16:44.533530,TXN_375,Bank B,17786.28,GBP,Inbound,Settlement
2024-07-08 23:16:44.533530,TXN_671,Bank B,31067.57,USD,Inbound,Settlement
2024-06-21 23:16:44.533530,TXN_538,Bank B,47885.23,USD,Outbound,Settlement
2023-10-25 23:16:44.533530,TXN_887,Bank A,32207.26,USD,Outbound,Settlement
2024-08-14 23:16:44.533530,TXN_566,Bank B,28880.06,EUR,Inbound,Liquidity Management
2024-01-27 23:16:44.533530,TXN_526,Bank A,28160.23,EUR,Inbound,Settlement
2024-04-01 23:16:44.533530,TXN_886,Bank A,12986.26,GBP,Outbound,Liquidity Management
2024-03-16 23:16:44.533530,TXN_902,Bank B,29862.34,EUR,Inbound,Liquidity Management
2024-03-07 23:16:44.533530,TXN_529,Bank A,16910.78,USD,Outbound,Settlement
2023-11-29 23:16:44.533530,TXN_438,Bank B,28925.62,EUR,Outbound,Settlement
2024-05-28 23:16:44.533530,TXN_274,Bank C,37951.87,GBP,Inbound,Liquidity Management
2023-10-24 23:16:44.533530,TXN_294,Bank C,23062.83,EUR,Inbound,Settlement
2024-06-14 23:16:44.533530,TXN_145,Bank B,13272.85,GBP,Inbound,Settlement
2024-10-03 23:16:44.533530,TXN_966,Bank C,47904.82,EUR,Outbound,Settlement
2024-03-04 23:16:44.533530,TXN_383,Bank C,45771.98,EUR,Inbound,Liquidity Management
2024-06-16 23:16:44.533530,TXN_834,Bank C,47700.6,USD,Outbound,Liquidity Management
2024-09-15 23:16:44.533530,TXN_332,Bank B,35274.52,GBP,Outbound,Liquidity Management
2024-05-05 23:16:44.533530,TXN_739,Bank A,37427.73,EUR,Inbound,Liquidity Management
2024-08-31 23:16:44.533530,TXN_334,Bank B,35304.36,GBP,Outbound,Settlement
2024-05-13 23:16:44.533530,TXN_397,Bank B,48245.26,EUR,Outbound,Liquidity Management
2023-12-28 23:16:44.533530,TXN_795,Bank B,28184.65,USD,Outbound,Liquidity Management
2023-11-07 23:16:44.533530,TXN_325,Bank B,39557.2,USD,Outbound,Liquidity Management
2023-12-21 23:16:44.533530,TXN_12,Bank C,19793.58,USD,Inbound,Liquidity Management
2024-01-16 23:16:44.533530,TXN_182,Bank B,29468.41,EUR,Inbound,Settlement
2024-09-25 23:16:44.533530,TXN_855,Bank B,28344.85,GBP,Outbound,Liquidity Management
2024-02-01 23:16:44.533530,TXN_934,Bank B,12392.43,GBP,Outbound,Settlement
2024-09-01 23:16:44.533530,TXN_490,Bank C,14375.85,EUR,Inbound,Liquidity Management
2024-07-08 23:16:44.533530,TXN_821,Bank B,31452.9,GBP,Outbound,Settlement
2024-05-16 23:16:44.533530,TXN_945,Bank C,42668.42,USD,Outbound,Liquidity Management
2024-02-22 23:16:44.533530,TXN_701,Bank C,19773.39,USD,Inbound,Settlement
2024-01-31 23:16:44.533530,TXN_186,Bank C,22206.0,GBP,Inbound,Settlement
2024-03-16 23:16:44.533530,TXN_330,Bank A,42412.73,GBP,Outbound,Settlement
2024-03-28 23:16:44.533530,TXN_589,Bank A,13182.27,EUR,Outbound,Liquidity Management
2024-02-03 23:16:44.533530,TXN_220,Bank C,43638.92,USD,Outbound,Liquidity Management
2024-03-02 23:16:44.533530,TXN_631,Bank C,13063.26,EUR,Inbound,Liquidity Management
2024-06-26 23:16:44.533530,TXN_301,Bank B,16124.6,EUR,Inbound,Liquidity Management
2024-02-10 23:16:44.533530,TXN_927,Bank C,22012.11,GBP,Outbound,Settlement
2023-11-26 23:16:44.533530,TXN_163,Bank A,11708.89,EUR,Outbound,Settlement
2024-02-05 23:16:44.533530,TXN_91,Bank A,36131.2,USD,Inbound,Liquidity Management
2024-08-26 23:16:44.533530,TXN_957,Bank B,24301.89,GBP,Inbound,Settlement
2023-10-09 23:16:44.533530,TXN_508,Bank B,17660.5,GBP,Outbound,Settlement
2024-01-13 23:16:44.533530,TXN_840,Bank A,11933.98,EUR,Inbound,Liquidity Management
2024-01-07 23:16:44.533530,TXN_631,Bank A,36606.04,EUR,Inbound,Settlement
2024-04-10 23:16:44.533530,TXN_93,Bank A,40406.43,USD,Outbound,Settlement
2024-05-15 23:16:44.533530,TXN_560,Bank A,44548.23,USD,Outbound,Settlement
2024-02-08 23:16:44.533530,TXN_294,Bank B,25498.92,EUR,Inbound,Liquidity Management
2023-12-06 23:16:44.533530,TXN_234,Bank C,44440.02,GBP,Inbound,Settlement
2024-08-01 23:16:44.533530,TXN_507,Bank A,23377.05,EUR,Outbound,Settlement
2023-11-24 23:16:44.533530,TXN_359,Bank C,44221.39,GBP,Outbound,Settlement
2023-11-20 23:16:44.533530,TXN_165,Bank A,14532.39,USD,Outbound,Liquidity Management
2023-12-16 23:16:44.533530,TXN_149,Bank A,26646.45,USD,Inbound,Settlement
2023-10-26 23:16:44.533530,TXN_251,Bank C,27634.25,USD,Inbound,Settlement
2024-07-28 23:16:44.533530,TXN_23,Bank B,28246.87,USD,Outbound,Settlement
2024-04-15 23:16:44.533530,TXN_740,Bank C,40851.05,GBP,Inbound,Liquidity Management
2024-01-31 23:16:44.533530,TXN_249,Bank A,47723.01,EUR,Outbound,Liquidity Management
2023-10-26 23:16:44.533530,TXN_995,Bank C,32255.52,GBP,Inbound,Settlement
2024-07-17 23:16:44.533530,TXN_377,Bank B,17764.04,USD,Inbound,Settlement
2024-03-27 23:16:44.533530,TXN_339,Bank A,36767.46,GBP,Inbound,Liquidity Management
2023-12-10 23:16:44.533530,TXN_15,Bank A,40906.71,GBP,Inbound,Liquidity Management
2024-02-15 23:16:44.533530,TXN_97,Bank A,24282.94,USD,Inbound,Settlement
2024-02-16 23:16:44.533530,TXN_215,Bank B,44668.51,GBP,Inbound,Liquidity Management
2024-04-26 23:16:44.533530,TXN_7,Bank A,27634.98,EUR,Inbound,Settlement
2023-12-18 23:16:44.533530,TXN_7,Bank B,28889.16,EUR,Outbound,Liquidity Management
2024-08-16 23:16:44.533530,TXN_192,Bank B,42510.24,GBP,Outbound,Liquidity Management
2024-02-11 23:16:44.533530,TXN_922,Bank B,23278.54,GBP,Inbound,Liquidity Management
2024-04-16 23:16:44.533530,TXN_747,Bank C,15872.6,USD,Inbound,Settlement
2024-08-24 23:16:44.533530,TXN_994,Bank A,36941.02,GBP,Inbound,Settlement
2024-03-11 23:16:44.533530,TXN_32,Bank C,48775.73,GBP,Outbound,Liquidity Management
2023-11-20 23:16:44.533530,TXN_130,Bank B,44734.39,EUR,Inbound,Settlement
2024-04-21 23:16:44.533530,TXN_463,Bank A,25573.68,EUR,Inbound,Settlement
2024-09-21 23:16:44.533530,TXN_609,Bank C,40945.86,GBP,Outbound,Liquidity Management
2024-09-16 23:16:44.533530,TXN_187,Bank A,12330.16,USD,Inbound,Liquidity Management
2024-05-06 23:16:44.533530,TXN_223,Bank C,45501.64,USD,Inbound,Settlement
2024-01-02 23:16:44.533530,TXN_794,Bank B,30549.59,GBP,Outbound,Liquidity Management
2024-06-25 23:16:44.533530,TXN_389,Bank B,36866.58,GBP,Inbound,Liquidity Management
2023-11-25 23:16:44.533530,TXN_56,Bank A,43276.73,EUR,Inbound,Settlement
2024-07-27 23:16:44.533530,TXN_357,Bank B,44772.86,EUR,Inbound,Liquidity Management
2024-04-07 23:16:44.533530,TXN_902,Bank A,33641.88,USD,Outbound,Settlement
2024-07-05 23:16:44.533530,TXN_706,Bank C,41472.35,GBP,Inbound,Settlement
2023-12-19 23:16:44.533530,TXN_242,Bank C,46808.75,GBP,Inbound,Liquidity Management
2024-03-23 23:16:44.533530,TXN_855,Bank A,29954.82,EUR,Outbound,Liquidity Management
2023-12-03 23:16:44.533530,TXN_640,Bank A,11887.95,USD,Outbound,Settlement
2024-04-19 23:16:44.533530,TXN_925,Bank A,49446.31,EUR,Outbound,Liquidity Management
2024-07-17 23:16:44.533530,TXN_881,Bank B,16117.62,USD,Outbound,Settlement
2024-03-12 23:16:44.533530,TXN_302,Bank B,35428.15,GBP,Outbound,Settlement
2024-04-18 23:16:44.533530,TXN_243,Bank B,22534.86,USD,Inbound,Settlement
2024-04-11 23:16:44.533530,TXN_13,Bank C,48440.36,EUR,Outbound,Liquidity Management
2023-10-10 23:16:44.533530,TXN_635,Bank C,15229.97,GBP,Outbound,Liquidity Management
2024-07-25 23:16:44.533530,TXN_724,Bank C,38579.0,EUR,Inbound,Liquidity Management
2024-01-18 23:16:44.533530,TXN_372,Bank B,43269.71,USD,Outbound,Settlement
2024-02-11 23:16:44.533530,TXN_359,Bank B,35983.39,EUR,Outbound,Liquidity Management
2024-08-12 23:16:44.533530,TXN_625,Bank A,43898.95,GBP,Outbound,Liquidity Management
2024-07-31 23:16:44.533530,TXN_989,Bank B,11451.03,USD,Inbound,Liquidity Management
2024-03-31 23:16:44.533530,TXN_607,Bank B,15000.33,EUR,Outbound,Liquidity Management
2024-06-06 23:16:44.533530,TXN_201,Bank B,38553.52,GBP,Outbound,Settlement
2023-12-16 23:16:44.533530,TXN_266,Bank B,45131.89,EUR,Inbound,Settlement
2024-01-19 23:16:44.533530,TXN_800,Bank A,46990.31,GBP,Inbound,Settlement
2023-11-19 23:16:44.533530,TXN_988,Bank A,42028.6,GBP,Outbound,Liquidity Management
2024-08-28 23:16:44.533530,TXN_330,Bank A,40602.14,USD,Outbound,Liquidity Management
2024-03-08 23:16:44.533530,TXN_617,Bank B,49146.82,GBP,Outbound,Liquidity Management
2024-03-29 23:16:44.533530,TXN_397,Bank B,34576.65,USD,Outbound,Settlement
2024-09-28 23:16:44.533530,TXN_820,Bank C,13233.68,GBP,Outbound,Liquidity Management
2024-01-25 23:16:44.533530,TXN_308,Bank A,37430.17,USD,Inbound,Settlement
2024-08-14 23:16:44.533530,TXN_20,Bank A,32411.93,USD,Inbound,Liquidity Management
2023-11-24 23:16:44.533530,TXN_846,Bank A,18856.7,EUR,Inbound,Settlement
2024-02-17 23:16:44.533530,TXN_377,Bank B,15495.12,EUR,Inbound,Settlement
2024-06-06 23:16:44.533530,TXN_440,Bank A,39372.03,EUR,Outbound,Liquidity Management
2023-12-02 23:16:44.533530,TXN_185,Bank C,14289.66,EUR,Outbound,Settlement
2024-03-02 23:16:44.533530,TXN_65,Bank B,31890.06,EUR,Outbound,Settlement
2023-11-07 23:16:44.533530,TXN_926,Bank A,18963.7,USD,Inbound,Liquidity Management
2024-06-17 23:16:44.533530,TXN_406,Bank A,10325.96,EUR,Outbound,Settlement
2024-06-14 23:16:44.533530,TXN_65,Bank C,25282.93,USD,Outbound,Settlement
2024-04-23 23:16:44.533530,TXN_481,Bank C,47190.43,GBP,Inbound,Liquidity Management
2024-04-16 23:16:44.533530,TXN_981,Bank B,21006.34,EUR,Inbound,Settlement
2023-11-27 23:16:44.533530,TXN_43,Bank A,35523.92,USD,Inbound,Settlement
2024-01-07 23:16:44.533530,TXN_161,Bank B,15364.36,GBP,Outbound,Liquidity Management
2024-05-26 23:16:44.533530,TXN_897,Bank C,44500.74,EUR,Outbound,Settlement
2024-06-15 23:16:44.533530,TXN_504,Bank B,45427.13,USD,Outbound,Settlement
2023-11-02 23:16:44.533530,TXN_236,Bank C,27311.67,GBP,Inbound,Liquidity Management
2023-11-19 23:16:44.533530,TXN_54,Bank C,39469.27,USD,Inbound,Liquidity Management
2024-06-17 23:16:44.533530,TXN_980,Bank A,12678.24,USD,Outbound,Settlement
2024-01-09 23:16:44.533530,TXN_563,Bank A,40163.31,EUR,Inbound,Settlement
2024-06-23 23:16:44.533530,TXN_855,Bank A,23609.51,USD,Outbound,Liquidity Management
2024-06-15 23:16:44.533530,TXN_575,Bank B,10410.86,USD,Outbound,Liquidity Management
2024-04-27 23:16:44.533530,TXN_778,Bank C,25341.58,USD,Outbound,Settlement
2024-05-04 23:16:44.533530,TXN_808,Bank A,48352.36,USD,Outbound,Liquidity Management
2024-06-02 23:16:44.533530,TXN_519,Bank B,13324.78,USD,Inbound,Settlement
2023-11-27 23:16:44.533530,TXN_56,Bank B,10801.49,EUR,Inbound,Liquidity Management
2024-09-20 23:16:44.533530,TXN_328,Bank C,47909.7,USD,Outbound,Liquidity Management
2024-02-28 23:16:44.533530,TXN_562,Bank B,24999.67,GBP,Outbound,Settlement
2023-12-11 23:16:44.533530,TXN_646,Bank B,40263.29,EUR,Outbound,Settlement
2024-01-29 23:16:44.533530,TXN_328,Bank A,13547.88,EUR,Outbound,Liquidity Management
2024-09-13 23:16:44.533530,TXN_14,Bank A,47763.96,GBP,Inbound,Settlement
2024-03-27 23:16:44.533530,TXN_655,Bank C,35611.18,EUR,Outbound,Liquidity Management
2023-11-03 23:16:44.533530,TXN_927,Bank B,26408.38,EUR,Inbound,Liquidity Management
2023-10-10 23:16:44.533530,TXN_529,Bank B,47063.21,USD,Outbound,Liquidity Management
2024-07-16 23:16:44.533530,TXN_35,Bank A,40288.61,USD,Outbound,Settlement
2024-03-27 23:16:44.533530,TXN_166,Bank B,21691.65,EUR,Outbound,Liquidity Management
2024-01-27 23:16:44.533530,TXN_645,Bank B,49875.37,USD,Outbound,Liquidity Management
2023-11-29 23:16:44.533530,TXN_854,Bank C,47691.06,GBP,Outbound,Liquidity Management
2024-05-01 23:16:44.533530,TXN_692,Bank B,40710.13,EUR,Outbound,Liquidity Management
2024-02-17 23:16:44.533530,TXN_114,Bank B,16143.78,USD,Inbound,Liquidity Management
2024-06-24 23:16:44.533530,TXN_104,Bank C,25150.34,USD,Outbound,Settlement
2024-06-01 23:16:44.533530,TXN_24,Bank A,17957.87,GBP,Outbound,Settlement
2024-08-02 23:16:44.533530,TXN_259,Bank A,45875.14,GBP,Inbound,Settlement
2024-06-11 23:16:44.533530,TXN_561,Bank C,23718.83,USD,Inbound,Settlement
2023-12-06 23:16:44.533530,TXN_34,Bank C,24665.78,GBP,Outbound,Settlement
2024-07-17 23:16:44.533530,TXN_502,Bank A,11574.57,GBP,Inbound,Liquidity Management
2024-08-14 23:16:44.533530,TXN_4,Bank C,46605.16,USD,Inbound,Settlement
2024-05-15 23:16:44.533530,TXN_286,Bank B,34279.84,GBP,Inbound,Settlement
2024-06-18 23:16:44.533530,TXN_631,Bank B,11150.07,EUR,Inbound,Liquidity Management
2024-10-01 23:16:44.533530,TXN_937,Bank C,45352.45,EUR,Inbound,Liquidity Management
2024-06-24 23:16:44.533530,TXN_306,Bank A,46271.39,USD,Outbound,Settlement
2024-06-26 23:16:44.533530,TXN_591,Bank B,23999.36,EUR,Outbound,Settlement
2024-06-07 23:16:44.533530,TXN_295,Bank C,31638.21,EUR,Outbound,Liquidity Management
2024-05-05 23:16:44.533530,TXN_449,Bank B,21133.94,EUR,Inbound,Liquidity Management
2024-09-18 23:16:44.533530,TXN_808,Bank C,35815.73,USD,Inbound,Liquidity Management
2023-11-16 23:16:44.533530,TXN_266,Bank B,46111.01,USD,Inbound,Settlement
2024-06-10 23:16:44.533530,TXN_903,Bank A,12976.43,GBP,Outbound,Settlement
2024-04-09 23:16:44.533530,TXN_300,Bank C,39819.77,GBP,Outbound,Liquidity Management
2023-10-22 23:16:44.533530,TXN_713,Bank A,29632.57,EUR,Outbound,Liquidity Management
2024-06-25 23:16:44.533530,TXN_625,Bank A,43711.86,USD,Inbound,Settlement
2024-04-26 23:16:44.533530,TXN_474,Bank C,45952.02,EUR,Inbound,Settlement
2024-03-16 23:16:44.533530,TXN_744,Bank C,25335.74,USD,Inbound,Settlement
2023-10-16 23:16:44.533530,TXN_51,Bank A,38361.65,USD,Inbound,Liquidity Management
2024-09-07 23:16:44.533530,TXN_903,Bank C,45558.85,USD,Inbound,Settlement
2024-06-25 23:16:44.533530,TXN_475,Bank A,29476.88,USD,Inbound,Settlement
2023-12-18 23:16:44.533530,TXN_687,Bank B,29885.64,USD,Inbound,Liquidity Management
2024-02-21 23:16:44.533530,TXN_253,Bank B,45468.43,USD,Outbound,Settlement
2023-10-27 23:16:44.533530,TXN_876,Bank C,43226.39,USD,Outbound,Liquidity Management
2024-07-26 23:16:44.533530,TXN_648,Bank B,13835.32,EUR,Outbound,Liquidity Management
2024-02-22 23:16:44.533530,TXN_278,Bank A,31990.97,USD,Outbound,Liquidity Management
2024-08-11 23:16:44.533530,TXN_798,Bank A,47311.3,EUR,Inbound,Liquidity Management
2024-04-13 23:16:44.533530,TXN_329,Bank B,42313.92,GBP,Outbound,Liquidity Management
2024-06-10 23:16:44.533530,TXN_255,Bank B,28300.73,USD,Inbound,Liquidity Management
2023-12-12 23:16:44.533530,TXN_253,Bank C,36902.47,EUR,Outbound,Liquidity Management
2024-09-06 23:16:44.533530,TXN_539,Bank B,12759.23,USD,Outbound,Settlement
2024-08-30 23:16:44.533530,TXN_475,Bank A,42855.36,USD,Inbound,Liquidity Management
2024-02-05 23:16:44.533530,TXN_826,Bank C,35516.85,GBP,Outbound,Settlement
2024-09-14 23:16:44.533530,TXN_121,Bank B,43899.75,GBP,Inbound,Liquidity Management
2024-03-30 23:16:44.533530,TXN_998,Bank B,12822.56,GBP,Inbound,Settlement
2024-03-21 23:16:44.533530,TXN_635,Bank A,20218.63,GBP,Inbound,Liquidity Management
2024-09-22 23:16:44.533530,TXN_126,Bank C,19191.29,EUR,Inbound,Settlement
2024-02-10 23:16:44.533530,TXN_548,Bank A,18643.63,GBP,Inbound,Liquidity Management
2024-05-14 23:16:44.533530,TXN_597,Bank C,37604.48,EUR,Inbound,Liquidity Management
2023-11-03 23:16:44.533530,TXN_440,Bank B,41166.37,GBP,Outbound,Liquidity Management
2024-01-21 23:16:44.533530,TXN_634,Bank A,30673.52,GBP,Outbound,Liquidity Management
2023-11-13 23:16:44.533530,TXN_60,Bank B,26209.5,USD,Inbound,Settlement
2024-02-28 23:16:44.533530,TXN_912,Bank A,43650.17,GBP,Outbound,Liquidity Management
2024-07-28 23:16:44.533530,TXN_183,Bank A,31830.84,GBP,Outbound,Settlement
2024-07-06 23:16:44.533530,TXN_701,Bank B,14237.57,USD,Outbound,Liquidity Management
2024-04-09 23:16:44.533530,TXN_791,Bank B,28273.74,GBP,Inbound,Settlement
2024-01-12 23:16:44.533530,TXN_367,Bank C,46757.48,EUR,Outbound,Settlement
2024-07-25 23:16:44.533530,TXN_51,Bank C,46465.79,USD,Outbound,Settlement
2023-10-11 23:16:44.533530,TXN_462,Bank C,37284.17,USD,Inbound,Settlement
2024-03-12 23:16:44.533530,TXN_804,Bank A,48790.69,EUR,Inbound,Settlement
2024-05-16 23:16:44.533530,TXN_495,Bank A,39601.57,GBP,Outbound,Settlement
